year,lat,long,name,energy
1,-17,6,water,72.0
1,-3,-18,water,90.0
1,17,-6,water,117.0
1,-9,-17,water,130.0
1,10,15,water,72.0
1,-15,6,water,79.0
1,-18,-8,water,69.0
1,-14,12,water,71.0
1,-16,7,water,93.0
1,8,15,water,94.0
1,-17,-4,water,113.0
1,21,-3,water,85.0
1,5,20,water,83.0
1,18,7,water,71.0
1,8,17,water,71.0
1,-9,-13,water,102.0
1,1,18,water,90.0
1,-15,5,water,85.0
1,-10,13,water,139.0
1,-4,18,water,92.0
1,-10,15,water,109.0
1,-15,8,water,130.0
1,12,17,water,69.0
1,-14,-13,debris,44.0
1,-3,-2,floating,63.0
1,3,0,floating,66.0
1,2,-3,floating,26.0
1,0,4,floating,23.0
1,0,0,floating,42.0
1,2,0,floating,45.0
1,-6,7,floating,57.0
1,4,-4,floating,34.0
1,-6,0,floating,65.0
1,4,0,floating,365.0
1,3,-1,floating,306.0
1,-5,-1,floating,375.0
1,-6,1,floating,360.0
1,1,3,floating,305.0
1,2,1,floating,357.5
1,-1,0,floating,311.5
1,0,-5,floating,958.5
1,-6,-5,floating,334.5
1,-1,-4,floating,333.0
1,0,1,floating,552.0
1,-3,4,floating,1361.0
1,4,4,floating,1046.0
1,-2,0,floating,1084.5
1,-4,-9,floating,1352.0
1,-4,-2,floating,1069.5
1,-8,0,floating,1082.0
1,4,-1,floating,1071.0
1,-1,5,floating,1038.0
1,5,0,water,143.5
1,5,-2,floating,1357.8
1,-3,3,floating,667.0
1,5,3,water,118.6
1,-8,5,aquatic,628.0
1,-6,2,aquatic,562.5
1,-7,3,aquatic,608.5
1,8,8,water,126.9
1,-19,-1,water,117.7
1,7,-18,water,129.8
